POSICAO;CO_ESCOLA;NO_MUNICIPIO_ESC;SG_UF_ESC;DEPENDENCIA;LOCALIZACAO;ALUNOS;LC;CH;CN;MT;RD;MEDIA
23692;21248338.0;Centro Novo do Maranhão;MA;Estadual;Urbana;47;479.42;472.49;460.58;445.08;547.23;480.96
23693;29370485.0;Itamaraju;BA;Estadual;Urbana;17;506.94;472.38;468.05;436.14;521.18;480.94
23694;15102254.0;Jacareacanga;PA;Estadual;Urbana;37;474.7;460.62;452.89;434.88;581.62;480.94
23695;29151651.0;Aporá;BA;Estadual;Urbana;61;487.13;454.79;476.9;447.54;538.36;480.94
23696;35039251.0;São Paulo;SP;Estadual;Urbana;15;524.87;488.75;471.82;487.23;432.0;480.93
23697;43060374.0;Esteio;RS;Estadual;Urbana;10;524.02;475.82;445.15;477.64;482.0;480.93
23698;24057606.0;Natal;RN;Estadual;Urbana;11;501.14;480.99;457.45;417.79;547.27;480.93
23699;26088851.0;Goiana;PE;Estadual;Urbana;105;476.02;460.49;461.3;467.77;539.05;480.93
23700;15034844.0;Ananindeua;PA;Estadual;Urbana;117;478.01;460.21;460.54;446.67;559.15;480.92
23701;13107100.0;Manaus;AM;Estadual;Urbana;46;496.19;476.74;463.06;436.46;532.17;480.92
23702;33077088.0;Rio de Janeiro;RJ;Estadual;Urbana;23;502.19;462.83;457.03;465.1;517.39;480.91
23703;23013125.0;Ubajara;CE;Estadual;Urbana;53;483.74;471.42;466.21;463.19;520.0;480.91
23704;15040305.0;Belém;PA;Estadual;Urbana;110;472.96;456.34;452.66;462.03;560.55;480.91
23705;26103370.0;Rio Formoso;PE;Estadual;Urbana;26;493.77;462.88;444.97;456.0;546.92;480.91
23706;35010881.0;Osasco;SP;Estadual;Urbana;61;515.66;474.97;445.86;456.58;511.48;480.91
23707;26125650.0;Recife;PE;Estadual;Urbana;29;503.51;472.62;483.48;442.13;502.76;480.9
23708;23204885.0;São Benedito;CE;Municipal;Urbana;5;475.0;517.54;453.2;394.74;564.0;480.9
23709;29061016.0;Central;BA;Estadual;Urbana;108;490.06;468.18;471.46;444.4;530.37;480.89
23710;26131528.0;Ipojuca;PE;Estadual;Rural;62;486.6;462.04;458.66;463.95;533.23;480.89
23711;31108839.0;Paracatu;MG;Estadual;Urbana;15;492.51;460.69;471.11;450.76;529.33;480.88
23712;24065960.0;Natal;RN;Estadual;Urbana;3;513.67;485.03;464.7;434.33;506.67;480.88
23713;27007057.0;Poço das Trincheiras;AL;Estadual;Urbana;22;499.42;473.2;478.45;446.0;507.27;480.87
23714;41144430.0;Lapa;PR;Estadual;Urbana;6;491.17;486.7;460.83;458.95;506.67;480.86
23715;29192021.0;Salvador;BA;Estadual;Urbana;41;497.92;455.84;458.54;426.62;565.37;480.86
23716;15170403.0;Monte Alegre;PA;Estadual;Rural;13;474.26;459.32;454.05;444.32;572.31;480.85
23717;35010431.0;Itapevi;SP;Estadual;Urbana;24;511.38;476.69;455.03;451.15;510.0;480.85
23718;51024454.0;Barra do Garças;MT;Estadual;Urbana;13;493.54;450.92;467.38;435.47;556.92;480.85
23719;35912037.0;Itapirapuã Paulista;SP;Estadual;Rural;12;487.29;449.03;455.26;496.01;516.67;480.85
23720;26130319.0;Cabo de Santo Agostinho;PE;Estadual;Urbana;55;495.04;470.9;468.81;435.66;533.82;480.84
23721;26127512.0;Recife;PE;Estadual;Urbana;20;511.16;458.67;452.81;439.52;542.0;480.83
23722;21333408.0;Formosa da Serra Negra;MA;Estadual;Rural;10;474.63;453.31;455.53;470.69;550.0;480.83
23723;28035585.0;Carmópolis;SE;Estadual;Urbana;52;484.97;462.71;457.47;459.36;539.62;480.82
23724;17018161.0;Fátima;TO;Estadual;Urbana;23;490.01;457.57;462.17;420.43;573.91;480.82
23725;31322601.0;Uruana de Minas;MG;Estadual;Urbana;17;495.99;456.75;433.03;427.64;590.59;480.8
23726;13304259.0;Manaus;AM;Estadual;Urbana;22;499.07;471.75;458.8;446.19;528.18;480.8
23727;29282055.0;Itambé;BA;Estadual;Urbana;78;482.44;462.44;461.38;444.9;552.82;480.8
23728;52043711.0;Alexânia;GO;Estadual;Urbana;56;502.45;467.42;459.62;459.87;514.64;480.8
23729;29083354.0;Itaberaba;BA;Estadual;Urbana;137;491.69;463.55;468.18;444.39;536.2;480.8
23730;13027255.0;Manaus;AM;Estadual;Urbana;142;496.68;469.47;459.76;440.07;538.03;480.8
23731;33055700.0;Niterói;RJ;Estadual;Urbana;14;490.53;459.19;439.48;440.5;574.29;480.8
23732;29431450.0;Porto Seguro;BA;Estadual;Urbana;111;502.13;464.92;462.14;446.11;528.65;480.79
23733;23174986.0;Acaraú;CE;Estadual;Urbana;105;482.13;458.14;450.59;433.29;579.81;480.79
23734;21021597.0;São Luís;MA;Estadual;Urbana;66;491.37;472.85;444.3;448.16;547.27;480.79
23735;23133554.0;Tabuleiro do Norte;CE;Estadual;Urbana;34;513.27;470.09;462.63;475.6;482.35;480.79
23736;35006464.0;Guarulhos;SP;Estadual;Urbana;25;493.79;475.34;455.56;467.25;512.0;480.79
23737;21108269.0;Satubinha;MA;Estadual;Urbana;42;486.54;470.96;461.02;427.27;558.1;480.78
23738;35925500.0;São Paulo;SP;Estadual;Urbana;53;516.46;473.28;449.23;453.21;511.7;480.78
23739;42047722.0;Arabutã;SC;Estadual;Urbana;5;490.48;473.24;449.78;438.4;552.0;480.78
23740;13054015.0;Novo Aripuanã;AM;Estadual;Urbana;52;494.11;466.16;451.61;417.71;574.23;480.76
23741;29093660.0;Feira de Santana;BA;Estadual;Urbana;48;481.36;465.3;460.36;454.26;542.5;480.76
23742;35042250.0;Pindamonhangaba;SP;Estadual;Urbana;14;513.58;472.43;470.02;457.79;490.0;480.76
23743;31184454.0;Divisa Alegre;MG;Estadual;Urbana;53;487.63;458.59;454.4;445.0;558.11;480.75
23744;52107477.0;Águas Lindas de Goiás;GO;Estadual;Urbana;56;491.49;469.73;450.58;440.87;551.07;480.75
23745;50010166.0;Cassilândia;MS;Estadual;Urbana;68;484.26;466.3;444.06;448.2;560.88;480.74
23746;32046022.0;Alegre;ES;Estadual;Urbana;16;490.72;471.02;454.92;452.02;535.0;480.74
23747;31140899.0;Curvelo;MG;Estadual;Urbana;9;490.32;441.73;446.33;447.53;577.78;480.74
23748;41026233.0;Apucarana;PR;Estadual;Urbana;7;501.93;485.64;436.97;479.13;500.0;480.73
23749;33058571.0;Nova Iguaçu;RJ;Estadual;Urbana;64;504.17;464.48;445.74;446.69;542.5;480.72
23750;26126141.0;Recife;PE;Estadual;Urbana;18;481.05;461.21;473.35;456.9;531.11;480.72
23751;29383528.0;São Francisco do Conde;BA;Estadual;Rural;51;509.22;480.51;469.85;433.82;510.2;480.72
23752;13030221.0;Manaus;AM;Estadual;Urbana;97;500.08;470.24;456.24;444.38;532.58;480.71
23753;35000048.0;São Paulo;SP;Estadual;Urbana;75;505.67;469.2;456.08;461.39;511.2;480.71
23754;15042324.0;Belém;PA;Estadual;Urbana;110;473.42;465.89;457.39;447.88;558.91;480.7
23755;41374037.0;Clevelândia;PR;Estadual;Urbana;48;491.64;477.98;467.32;481.14;485.42;480.7
23756;21008388.0;Paço do Lumiar;MA;Estadual;Rural;28;490.44;447.3;454.35;446.37;565.0;480.69
23757;21219460.0;São Luís;MA;Estadual;Urbana;15;529.45;501.06;493.91;380.36;498.67;480.69
23758;60009955.0;Pilão Arcado;BA;Estadual;Rural;4;488.82;410.38;403.8;505.38;595.0;480.68
23759;29082234.0;Iaçu;BA;Estadual;Urbana;122;496.91;465.13;465.99;440.31;535.08;480.68
23760;60012066.0;Teófilo Otoni;MG;Estadual;Urbana;3;549.43;494.6;496.97;395.73;466.67;480.68
23761;60005096.0;Fortaleza;CE;Privada;Urbana;3;478.2;475.5;497.37;405.63;546.67;480.67
23762;33052530.0;Japeri;RJ;Estadual;Urbana;52;498.53;467.98;450.72;433.42;552.69;480.67
23763;17021707.0;Gurupi;TO;Estadual;Urbana;2;548.1;535.4;460.75;439.1;420.0;480.67
23764;21174202.0;Carolina;MA;Estadual;Urbana;26;501.0;483.58;456.69;437.44;524.62;480.66
23765;51036495.0;Cuiabá;MT;Estadual;Urbana;30;502.12;473.34;458.49;439.99;529.33;480.66
23766;43171400.0;Rio Grande;RS;Estadual;Urbana;17;506.65;487.58;435.56;449.99;523.53;480.66
23767;22042679.0;Angical do Piauí;PI;Estadual;Urbana;43;498.71;455.57;456.16;445.42;547.44;480.66
23768;35029890.0;Araçatuba;SP;Estadual;Urbana;8;497.29;457.14;466.99;484.39;497.5;480.66
23769;35910910.0;Andradina;SP;Estadual;Rural;21;505.52;481.1;461.18;452.66;502.86;480.66
23770;33136432.0;Rio de Janeiro;RJ;Estadual;Urbana;84;504.78;469.55;462.46;456.96;509.52;480.65
23771;33074267.0;Rio de Janeiro;RJ;Estadual;Urbana;75;505.63;476.38;456.69;456.28;508.27;480.65
23772;33060835.0;Nova Iguaçu;RJ;Estadual;Urbana;34;509.06;479.28;453.85;440.48;520.59;480.65
23773;15129578.0;Palestina do Pará;PA;Estadual;Urbana;15;489.64;478.17;455.59;435.81;544.0;480.64
23774;21027943.0;Santa Rita;MA;Estadual;Urbana;118;473.61;452.84;449.8;444.22;582.71;480.64
23775;35901404.0;São Vicente;SP;Estadual;Urbana;44;515.19;458.09;457.89;470.18;501.82;480.63
23776;31160326.0;Veríssimo;MG;Estadual;Urbana;15;505.89;488.6;472.19;427.14;509.33;480.63
23777;35031355.0;Paulicéia;SP;Estadual;Urbana;10;529.4;459.54;451.08;419.09;544.0;480.62
23778;29492629.0;Tabocas do Brejo Velho;BA;Estadual;Rural;5;474.5;445.98;446.16;388.44;648.0;480.62
23779;33008396.0;Campos dos Goytacazes;RJ;Estadual;Urbana;39;501.92;478.41;447.34;441.55;533.85;480.61
23780;43058620.0;Erval Seco;RS;Estadual;Rural;5;493.4;448.92;467.74;476.98;516.0;480.61
23781;23211202.0;Limoeiro do Norte;CE;Estadual;Urbana;10;494.46;459.85;486.16;408.51;554.0;480.6
23782;23121459.0;Senador Pompeu;CE;Estadual;Urbana;80;497.93;459.37;463.89;443.79;538.0;480.6
23783;33125740.0;Rio de Janeiro;RJ;Estadual;Urbana;49;501.63;476.48;447.18;449.89;527.76;480.59
23784;60021095.0;Araçatuba;SP;Privada;Urbana;2;518.1;514.15;426.75;523.95;420.0;480.59
23785;29092191.0;Coração de Maria;BA;Estadual;Urbana;106;488.58;459.68;458.78;458.17;537.74;480.59
23786;29016916.0;Serra Dourada;BA;Estadual;Urbana;101;476.8;471.11;457.46;451.25;546.34;480.59
23787;43095550.0;Palmeira das Missões;RS;Estadual;Urbana;20;500.13;467.31;464.37;452.1;519.0;480.58
23788;22136401.0;Itainópolis;PI;Estadual;Rural;2;471.85;473.15;462.05;495.8;500.0;480.57
23789;60001988.0;Cumaru do Norte;PA;Estadual;Rural;3;460.1;434.57;467.0;494.47;546.67;480.56
23790;21021929.0;São Luís;MA;Estadual;Urbana;62;497.17;470.06;461.73;433.84;540.0;480.56
23791;15140591.0;Marituba;PA;Estadual;Urbana;78;468.68;456.21;449.75;459.43;568.72;480.56
23792;33061246.0;Mesquita;RJ;Estadual;Urbana;15;498.63;485.57;463.17;435.41;520.0;480.56
23793;23161604.0;Barbalha;CE;Estadual;Urbana;324;492.82;469.55;461.21;445.4;533.77;480.55
23794;21286000.0;Riachão;MA;Estadual;Rural;9;472.29;451.5;464.72;438.68;575.56;480.55
23795;33090653.0;São Gonçalo;RJ;Estadual;Urbana;20;496.44;467.02;456.32;456.93;526.0;480.54
23796;13105329.0;Itacoatiara;AM;Estadual;Urbana;58;492.57;471.56;454.34;436.65;547.59;480.54
23797;60018246.0;Rubiácea;SP;Estadual;Urbana;1;523.9;536.6;499.5;442.7;400.0;480.54
23798;26169193.0;Sirinhaém;PE;Estadual;Rural;8;501.55;435.3;472.32;461.02;532.5;480.54
23799;32005504.0;Boa Esperança;ES;Privada;Rural;23;495.74;465.13;460.88;434.87;546.09;480.54
23800;22088024.0;Campinas do Piauí;PI;Estadual;Urbana;16;502.51;458.81;449.09;414.72;577.5;480.53
23801;35045494.0;Caçapava;SP;Estadual;Urbana;12;510.88;464.68;477.07;488.34;461.67;480.53
23802;27019608.0;Lagoa da Canoa;AL;Estadual;Urbana;106;485.73;455.75;446.21;443.63;571.32;480.53
23803;13108492.0;Tabatinga;AM;Estadual;Urbana;32;467.46;466.03;438.38;421.34;609.38;480.52
23804;32036191.0;Serra;ES;Estadual;Urbana;12;505.73;488.75;474.93;438.2;495.0;480.52
23805;22140115.0;Cocal;PI;Estadual;Rural;13;478.13;451.12;446.47;474.6;552.31;480.52
23806;15040313.0;Belém;PA;Estadual;Urbana;24;483.88;462.54;456.75;433.6;565.83;480.52
23807;52038734.0;Hidrolândia;GO;Estadual;Urbana;13;492.15;453.45;459.46;428.29;569.23;480.52
23808;31182028.0;Ubá;MG;Estadual;Urbana;2;523.65;468.7;498.25;382.0;530.0;480.52
23809;60010049.0;Camaçari;BA;Estadual;Urbana;1;564.4;523.3;479.3;515.6;320.0;480.52
23810;31033383.0;Divinópolis;MG;Estadual;Urbana;11;484.07;497.95;469.51;469.18;481.82;480.51
23811;51040280.0;Cuiabá;MT;Estadual;Urbana;44;500.63;475.42;463.66;459.15;503.64;480.5
23812;29343160.0;Salvador;BA;Estadual;Urbana;30;496.48;483.13;470.17;434.71;518.0;480.5
23813;17030412.0;Mateiros;TO;Estadual;Urbana;4;478.85;454.02;445.62;438.98;585.0;480.5
23814;50027581.0;Dourados;MS;Estadual;Urbana;9;492.39;457.48;451.89;402.9;597.78;480.49
23815;35019343.0;Casa Branca;SP;Estadual;Urbana;12;504.42;467.96;463.94;439.35;526.67;480.47
23816;15116220.0;Abel Figueiredo;PA;Estadual;Urbana;38;489.2;471.38;474.36;450.52;516.84;480.46
23817;43173438.0;Eldorado do Sul;RS;Estadual;Urbana;45;515.54;472.48;440.61;443.44;530.22;480.46
23818;33098085.0;Angra dos Reis;RJ;Estadual;Urbana;25;505.02;483.5;465.6;429.71;518.4;480.45
23819;23085347.0;Crateús;CE;Estadual;Urbana;116;479.23;459.08;454.04;444.38;565.52;480.45
23820;25072404.0;Campina Grande;PB;Estadual;Rural;10;490.43;467.97;449.69;422.1;572.0;480.44
23821;11012684.0;Jaru;RO;Estadual;Urbana;46;487.92;472.65;457.07;453.28;531.3;480.44
23822;41122925.0;Almirante Tamandaré;PR;Estadual;Urbana;27;499.76;476.44;453.44;462.94;509.63;480.44
23823;43167810.0;Viamão;RS;Estadual;Urbana;14;515.81;491.86;463.51;452.43;478.57;480.44
23824;35000036.0;São Paulo;SP;Estadual;Urbana;47;502.13;466.06;465.93;488.88;479.15;480.43
23825;29177812.0;Itaparica;BA;Estadual;Urbana;130;500.49;472.17;456.89;450.75;521.85;480.43
23826;13103423.0;Manaus;AM;Estadual;Urbana;58;495.42;476.46;458.88;443.79;527.59;480.43
23827;23162961.0;Crato;CE;Estadual;Urbana;141;498.15;471.48;464.42;446.25;521.84;480.43
23828;33059381.0;Nova Iguaçu;RJ;Estadual;Urbana;44;503.12;478.02;457.34;437.32;526.36;480.43
23829;52040119.0;Trindade;GO;Estadual;Urbana;91;482.43;465.41;457.2;447.23;549.89;480.43
23830;33439222.0;Rio de Janeiro;RJ;Estadual;Urbana;44;504.22;470.4;453.29;450.57;523.64;480.42
23831;26035340.0;Petrolina;PE;Estadual;Urbana;27;497.22;469.22;470.19;452.1;513.33;480.41
23832;32043651.0;Guarapari;ES;Estadual;Urbana;38;496.02;451.11;460.95;467.67;526.32;480.41
23833;35009921.0;Barueri;SP;Estadual;Urbana;21;508.85;465.09;466.81;441.22;520.0;480.4
23834;33008981.0;Campos dos Goytacazes;RJ;Estadual;Urbana;23;510.79;463.37;448.96;438.0;540.87;480.4
23835;60009705.0;Prado;BA;Estadual;Rural;1;508.3;416.7;461.7;475.3;540.0;480.4
23836;33090440.0;São Gonçalo;RJ;Estadual;Urbana;12;481.22;455.85;468.75;469.46;526.67;480.39
23837;52039811.0;Trindade;GO;Estadual;Urbana;37;492.46;462.98;451.72;457.47;537.3;480.39
23838;22056297.0;Marcos Parente;PI;Estadual;Urbana;28;494.5;456.77;445.41;465.99;539.29;480.39
23839;35043886.0;Itapevi;SP;Estadual;Urbana;21;506.79;462.23;464.44;491.34;477.14;480.39
23840;29464498.0;Brotas de Macaúbas;BA;Privada;Urbana;22;497.96;474.38;496.43;442.19;490.91;480.37
23841;41021371.0;Bela Vista do Paraíso;PR;Estadual;Urbana;15;490.47;486.82;452.55;515.99;456.0;480.37
23842;15168832.0;Xinguara;PA;Estadual;Rural;15;464.07;459.17;466.56;455.95;556.0;480.35
23843;15005186.0;Alenquer;PA;Estadual;Urbana;128;488.01;459.56;457.96;433.23;562.97;480.35
23844;13027620.0;Manaus;AM;Estadual;Urbana;61;495.99;476.79;454.74;438.47;535.74;480.35
23845;50006070.0;Campo Grande;MS;Estadual;Urbana;24;486.06;483.23;444.63;456.08;531.67;480.34
23846;35048136.0;Cotia;SP;Estadual;Urbana;28;510.84;489.88;446.32;453.23;501.43;480.34
23847;31147648.0;Novo Cruzeiro;MG;Estadual;Rural;18;465.04;483.81;440.76;443.14;568.89;480.33
23848;33077452.0;Rio de Janeiro;RJ;Estadual;Urbana;14;516.19;457.75;451.13;480.87;495.71;480.33
23849;52061736.0;Cristianópolis;GO;Estadual;Urbana;20;499.72;449.49;459.48;426.93;566.0;480.32
23850;33093555.0;Laje do Muriaé;RJ;Estadual;Urbana;37;490.08;464.42;469.35;436.04;541.62;480.3
23851;60027928.0;Dois Irmãos do Buriti;MS;Estadual;Rural;6;510.13;456.4;448.53;406.45;580.0;480.3
23852;23163330.0;Crato;CE;Estadual;Urbana;77;490.33;458.92;465.49;429.64;557.14;480.3
23853;35022861.0;Cristais Paulista;SP;Estadual;Urbana;34;499.54;492.34;448.02;446.25;515.29;480.29
23854;53002474.0;Brasília;DF;Estadual;Urbana;6;509.65;475.03;458.83;434.58;523.33;480.29
23855;35032591.0;Caiabu;SP;Estadual;Urbana;20;497.06;465.02;427.61;463.7;548.0;480.28
23856;26040522.0;Carnaubeira da Penha;PE;Estadual;Rural;7;471.66;472.66;459.3;412.03;585.71;480.27
23857;13030159.0;Manaus;AM;Estadual;Urbana;20;505.47;480.34;435.54;439.99;540.0;480.27
23858;31196592.0;Ituiutaba;MG;Estadual;Urbana;24;488.94;463.81;465.15;449.15;534.17;480.24
23859;29158605.0;Catu;BA;Estadual;Urbana;109;502.63;474.88;466.1;445.32;512.29;480.24
23860;35925044.0;Guarulhos;SP;Estadual;Urbana;34;493.97;481.53;462.44;478.57;484.71;480.24
23861;52018164.0;Itapuranga;GO;Estadual;Urbana;9;479.16;476.48;467.56;471.33;506.67;480.24
23862;27021467.0;Olho d'Água Grande;AL;Estadual;Urbana;99;483.4;469.97;458.06;450.74;538.99;480.23
23863;31043036.0;Governador Valadares;MG;Estadual;Urbana;10;469.37;467.49;450.69;483.58;530.0;480.23
23864;28031644.0;Simão Dias;SE;Estadual;Urbana;53;485.16;463.37;456.36;440.77;555.47;480.23
23865;15111822.0;Itupiranga;PA;Estadual;Rural;20;479.26;456.7;453.02;459.18;553.0;480.23
23866;31062464.0;Januária;MG;Estadual;Rural;7;502.67;435.59;441.8;455.39;565.71;480.23
23867;35020722.0;Aguaí;SP;Estadual;Urbana;20;506.14;461.46;469.82;466.74;497.0;480.23
23868;11002522.0;Porto Velho;RO;Estadual;Urbana;135;486.61;461.42;448.36;447.58;557.19;480.23
23869;60006663.0;São José do Egito;PE;Estadual;Urbana;1;508.6;526.5;349.6;436.4;580.0;480.22
23870;23219181.0;Catunda;CE;Estadual;Urbana;47;503.36;476.61;460.11;454.63;506.38;480.22
23871;35025549.0;Bauru;SP;Estadual;Urbana;14;514.95;465.49;475.23;429.6;515.71;480.2
23872;29433568.0;Caetité;BA;Estadual;Rural;46;494.04;460.76;464.57;429.48;552.17;480.2
23873;29176808.0;Candeias;BA;Estadual;Urbana;77;507.66;468.83;469.63;445.25;509.61;480.2
23874;26127741.0;Recife;PE;Estadual;Urbana;78;497.24;463.55;466.14;463.49;510.51;480.19
23875;29088623.0;Várzea da Roça;BA;Estadual;Urbana;52;492.36;465.78;458.66;448.66;535.38;480.17
23876;29842727.0;Salvador;BA;Estadual;Urbana;219;500.91;477.38;457.56;449.19;515.8;480.17
23877;60010042.0;Jucuruçu;BA;Estadual;Rural;4;501.18;479.75;411.5;388.42;620.0;480.17
23878;52103102.0;Luziânia;GO;Estadual;Urbana;18;473.37;471.46;439.52;470.95;545.56;480.17
23879;31062642.0;Januária;MG;Estadual;Urbana;20;478.92;461.83;459.99;458.06;542.0;480.16
23880;27036421.0;Maceió;AL;Estadual;Urbana;83;489.29;463.31;451.1;451.79;545.3;480.16
23881;26095530.0;Vitória de Santo Antão;PE;Estadual;Urbana;52;493.42;460.92;463.92;439.85;542.69;480.16
23882;60005631.0;Macaíba;RN;Estadual;Urbana;5;466.0;457.78;439.12;497.84;540.0;480.15
23883;33048479.0;Duque de Caxias;RJ;Estadual;Urbana;83;503.33;473.12;455.27;448.28;520.72;480.15
23884;43108911.0;Porto Alegre;RS;Estadual;Urbana;47;503.75;460.69;441.81;452.76;541.7;480.14
23885;15150534.0;Santa Izabel do Pará;PA;Estadual;Urbana;97;472.92;461.03;439.82;435.19;591.75;480.14
23886;33099286.0;Duque de Caxias;RJ;Estadual;Urbana;15;489.94;469.71;454.07;450.91;536.0;480.13
23887;15585026.0;Santarém;PA;Estadual;Urbana;104;487.35;473.25;458.58;438.41;543.08;480.13
23888;13257200.0;Borba;AM;Estadual;Rural;2;528.45;495.85;468.6;407.75;500.0;480.13
23889;60018491.0;Iguape;SP;Estadual;Urbana;2;525.85;499.35;419.8;495.55;460.0;480.11
23890;15034500.0;Ananindeua;PA;Estadual;Urbana;44;477.02;454.81;472.13;447.98;548.64;480.11
23891;52024741.0;Jaraguá;GO;Estadual;Urbana;12;504.78;479.28;463.08;455.05;498.33;480.1
23892;35031636.0;Osvaldo Cruz;SP;Estadual;Urbana;17;506.76;460.39;457.34;490.11;485.88;480.1
23893;35908885.0;Guarujá;SP;Estadual;Urbana;85;512.01;466.11;456.73;454.75;510.82;480.09
23894;32033940.0;Cariacica;ES;Estadual;Urbana;76;492.56;469.01;455.94;453.71;529.21;480.09
23895;35901261.0;Limeira;SP;Estadual;Urbana;15;524.07;476.13;450.77;453.41;496.0;480.08
23896;29164826.0;Conceição do Almeida;BA;Estadual;Urbana;41;486.3;450.65;463.8;443.01;556.59;480.07
23897;60015209.0;Rio de Janeiro;RJ;Privada;Urbana;2;530.25;449.9;513.55;396.65;510.0;480.07
23898;60012142.0;Uberaba;MG;Estadual;Urbana;4;500.08;428.6;465.38;426.28;580.0;480.06
23899;29285291.0;Ribeirão do Largo;BA;Estadual;Urbana;22;503.18;458.82;476.0;415.04;547.27;480.06
23900;35919986.0;Itanhaém;SP;Estadual;Urbana;49;505.06;476.09;461.92;466.52;490.61;480.04
23901;26113279.0;Olinda;PE;Estadual;Urbana;20;501.36;449.76;454.74;440.28;554.0;480.03
23902;60029180.0;Paraúna;GO;Estadual;Urbana;2;493.9;425.6;487.75;502.9;490.0;480.03
23903;29313171.0;São José da Vitória;BA;Estadual;Urbana;24;476.1;464.62;451.15;444.1;564.17;480.03
23904;14001071.0;Boa Vista;RR;Estadual;Urbana;38;500.28;474.8;474.97;446.97;503.16;480.03
23905;13016318.0;Caapiranga;AM;Estadual;Urbana;46;487.03;470.99;456.72;444.46;540.87;480.02
23906;28033477.0;Aracaju;SE;Estadual;Urbana;88;483.85;460.59;457.98;439.74;557.95;480.02
23907;33029407.0;Barra Mansa;RJ;Estadual;Urbana;16;510.73;481.73;441.84;474.54;491.25;480.02
23908;22022040.0;Teresina;PI;Estadual;Urbana;31;496.29;481.78;446.24;439.58;536.13;480.0
23909;35040685.0;Embu das Artes;SP;Estadual;Urbana;15;494.75;478.69;485.62;454.21;486.67;479.99
23910;17010748.0;Araguacema;TO;Estadual;Urbana;17;496.89;460.08;461.39;427.47;554.12;479.99
23911;17008867.0;Nova Olinda;TO;Estadual;Urbana;31;488.85;451.41;466.34;432.65;560.65;479.98
23912;32045360.0;Alegre;ES;Estadual;Urbana;36;480.7;469.87;460.96;445.58;542.78;479.98
23913;21160023.0;Caxias;MA;Estadual;Urbana;56;482.42;478.26;454.11;440.44;544.64;479.97
23914;17034027.0;Dianópolis;TO;Estadual;Urbana;9;498.78;474.29;466.99;421.98;537.78;479.96
23915;60000490.0;Cruzeiro do Sul;AC;Estadual;Rural;3;479.77;427.1;467.53;405.37;620.0;479.95
23916;51021099.0;Vila Rica;MT;Estadual;Urbana;30;498.97;446.21;467.43;457.74;529.33;479.94
23917;35017401.0;Pedreira;SP;Estadual;Urbana;11;519.15;474.91;451.91;444.59;509.09;479.93
23918;22029087.0;Teresina;PI;Estadual;Urbana;29;500.29;464.32;442.32;456.15;536.55;479.93
23919;60018170.0;Nova Canaã Paulista;SP;Estadual;Urbana;1;472.9;453.3;515.9;497.5;460.0;479.92
23920;51093138.0;Várzea Grande;MT;Estadual;Urbana;55;503.9;465.28;453.93;449.21;527.27;479.92
23921;13106384.0;Autazes;AM;Estadual;Rural;15;496.87;479.6;449.51;457.64;516.0;479.92
23922;60000549.0;Atalaia do Norte;AM;Estadual;Rural;1;388.5;501.4;542.3;427.4;540.0;479.92
23923;60002977.0;Turiaçu;MA;Municipal;Urbana;1;506.7;530.3;485.7;476.9;400.0;479.92
23924;25068725.0;Guarabira;PB;Estadual;Urbana;13;485.58;459.47;478.33;434.65;541.54;479.91
23925;12000450.0;Cruzeiro do Sul;AC;Estadual;Urbana;59;494.57;472.37;447.22;435.52;549.83;479.9
23926;21199407.0;Imperatriz;MA;Estadual;Urbana;10;492.87;494.75;487.79;442.06;482.0;479.89
23927;26186241.0;Recife;PE;Estadual;Urbana;152;500.48;462.02;459.71;458.91;518.29;479.88
23928;42034329.0;São Joaquim;SC;Estadual;Urbana;15;511.93;486.85;468.09;445.85;486.67;479.88
23929;35906049.0;Itariri;SP;Estadual;Rural;6;509.58;481.62;430.3;494.58;483.33;479.88
23930;12028851.0;Santa Rosa do Purus;AC;Estadual;Urbana;14;500.76;470.59;448.15;427.01;552.86;479.88
23931;15060438.0;Capanema;PA;Estadual;Rural;18;494.02;465.02;443.48;446.84;550.0;479.87
23932;33096694.0;Duque de Caxias;RJ;Estadual;Urbana;50;506.4;480.13;450.12;454.71;508.0;479.87
23933;23041854.0;Itapajé;CE;Estadual;Urbana;188;488.0;463.06;452.68;456.02;539.57;479.87
23934;51044900.0;Cáceres;MT;Estadual;Urbana;159;485.01;469.49;454.19;444.99;545.66;479.87
23935;60027043.0;São Sepé;RS;Estadual;Urbana;4;506.3;513.47;464.32;435.2;480.0;479.86
23936;12007412.0;Sena Madureira;AC;Estadual;Urbana;26;485.63;457.25;452.98;433.38;570.0;479.85
23937;42151350.0;Palhoça;SC;Estadual;Urbana;12;499.5;506.16;459.28;437.67;496.67;479.85
23938;23236582.0;Fortaleza;CE;Estadual;Urbana;57;504.28;476.34;467.59;431.32;519.65;479.84
23939;25068709.0;Guarabira;PB;Estadual;Urbana;33;478.38;472.38;474.5;447.89;526.06;479.84
23940;35900916.0;Ourinhos;SP;Estadual;Urbana;42;512.77;468.98;449.99;455.08;512.38;479.84
23941;60024215.0;Paranavaí;PR;Estadual;Urbana;1;562.5;403.1;500.7;392.9;540.0;479.84
23942;60010012.0;Juazeiro;BA;Estadual;Rural;7;494.27;448.79;463.3;452.8;540.0;479.83
23943;28014138.0;Capela;SE;Estadual;Urbana;123;473.58;457.23;459.4;432.49;576.42;479.82
