POSICAO;NO_MUNICIPIO_ESC;SG_UF_ESC;DEPENDENCIA;LOCALIZACAO;ALUNOS;LC;CH;CN;MT;RD;MEDIA
7938;JACAREACANGA;PA;Estadual;Urbana;10;466.75;486.76;433.03;429.16;426.0;448.34
7939;JOSE GONCALVES DE MINAS;MG;Estadual;Urbana;29;465.57;499.32;462.25;426.25;388.28;448.33
7940;TRACUNHAEM;PE;Estadual;Urbana;93;470.68;497.43;451.16;422.27;400.0;448.31
7941;PINDARE-MIRIM;MA;Privada;Urbana;5;479.3;459.0;441.2;429.9;432.0;448.28
7942;RIACHAO DAS NEVES;BA;Estadual;Urbana;68;465.56;505.98;451.63;410.55;407.65;448.27
7943;SENADOR ALEXANDRE COSTA;MA;Estadual;Urbana;55;470.14;503.72;449.06;417.92;400.36;448.24
7944;LAGOA GRANDE;PE;Estadual;Urbana;45;463.02;496.12;434.24;414.47;433.33;448.23
7945;IUIU;BA;Estadual;Urbana;39;467.69;503.65;463.03;438.02;368.72;448.22
7946;TOUROS;RN;Estadual;Urbana;129;462.79;492.22;440.67;427.44;417.98;448.22
7947;AGUA AZUL DO NORTE;PA;Estadual;Urbana;25;471.41;504.16;453.06;424.38;388.0;448.2
7948;SAO JOSE DA LAGOA TAPADA;PB;Estadual;Urbana;35;474.27;478.97;439.09;432.56;416.0;448.18
7949;FAINA;GO;Estadual;Urbana;36;468.91;504.55;447.81;432.28;387.22;448.16
7950;LAGOA REAL;BA;Estadual;Urbana;55;466.03;492.55;450.99;420.32;410.91;448.16
7951;SITIO NOVO DO TOCANTINS;TO;Estadual;Urbana;54;471.53;500.5;454.13;396.79;417.78;448.15
7952;CUIABA;MT;Municipal;Urbana;10;463.47;477.19;483.87;406.23;410.0;448.15
7953;LAVANDEIRA;TO;Estadual;Urbana;14;468.92;530.13;444.26;428.69;368.57;448.12
7954;RIO SONO;TO;Estadual;Rural;4;474.48;459.35;458.15;423.58;425.0;448.11
7955;URUANA DE MINAS;MG;Estadual;Urbana;20;463.08;488.6;435.19;405.6;448.0;448.1
7956;CACERES;MT;Estadual;Rural;51;462.31;502.16;455.42;427.24;393.33;448.1
7957;JAPORA;MS;Municipal;Rural;2;416.0;490.95;485.25;438.25;410.0;448.09
7958;MARUIM;SE;Estadual;Urbana;50;477.38;513.77;433.55;420.83;394.8;448.07
7959;UNIAO;PI;Estadual;Urbana;247;469.92;505.57;453.12;415.44;396.28;448.07
7960;TERESINA;PI;Estadual;Rural;100;475.2;507.01;457.1;413.77;387.2;448.06
7961;AGUAS BELAS;PE;Estadual;Rural;6;429.45;518.1;427.8;421.48;443.33;448.03
7962;NEOPOLIS;SE;Estadual;Rural;6;477.12;527.48;448.53;410.33;376.67;448.03
7963;AMPARO;PB;Estadual;Urbana;11;451.7;484.91;417.83;400.19;485.45;448.02
7964;FAGUNDES;PB;Municipal;Urbana;20;462.51;510.54;440.19;418.79;408.0;448.01
7965;COLIDER;MT;Estadual;Rural;20;445.37;499.21;440.7;414.75;440.0;448.01
7966;SAO MIGUEL DE TAIPU;PB;Estadual;Rural;6;480.58;468.85;438.12;419.15;433.33;448.01
7967;ARES;RN;Estadual;Urbana;48;461.86;506.64;431.68;422.32;417.5;448.0
7968;BARREIRINHAS;MA;Estadual;Urbana;176;465.59;505.33;450.25;422.13;396.59;447.98
7969;COLONIA DO GURGUEIA;PI;Estadual;Urbana;56;466.91;502.13;458.88;421.27;390.71;447.98
7970;PADRE MARCOS;PI;Estadual;Urbana;37;471.18;491.26;454.72;407.98;414.59;447.95
7971;CAPITAO GERVASIO OLIVEIRA;PI;Estadual;Urbana;11;451.88;510.26;446.45;420.18;410.91;447.94
7972;IRANDUBA;AM;Estadual;Rural;99;456.82;506.76;439.66;408.57;427.88;447.94
7973;MATINHA;MA;Estadual;Urbana;129;464.12;509.37;454.4;420.47;391.32;447.93
7974;FLORIANOPOLIS;SC;Municipal;Urbana;8;462.76;516.34;463.06;397.4;400.0;447.91
7975;PORTO FRANCO;MA;Municipal;Urbana;3;439.37;465.17;499.77;415.2;420.0;447.9
7976;SAPEACU;BA;Estadual;Rural;24;462.88;516.04;456.68;410.56;393.33;447.9
7977;ANGICAL;BA;Estadual;Urbana;58;457.46;501.56;433.64;420.54;426.21;447.88
7978;CAJAPIO;MA;Estadual;Rural;1;455.5;469.6;522.1;392.2;400.0;447.88
7979;CAJARI;MA;Estadual;Urbana;39;463.47;508.66;433.47;417.35;416.41;447.87
7980;SIGEFREDO PACHECO;PI;Estadual;Urbana;42;468.76;500.57;452.34;430.5;387.14;447.86
7981;LAGOA DA CANOA;AL;Estadual;Urbana;106;461.62;497.62;452.31;430.01;397.74;447.86
7982;CAMETA;PA;Estadual;Rural;25;463.4;507.51;442.96;421.44;404.0;447.86
7983;ELDORADO DOS CARAJAS;PA;Estadual;Urbana;86;462.21;506.45;445.77;423.42;401.4;447.85
7984;MARIANA;MG;Municipal;Urbana;29;471.9;523.32;450.32;431.59;362.07;447.84
7985;TERESOPOLIS;RJ;Municipal;Rural;1;520.6;479.8;412.8;406.0;420.0;447.84
7986;CARINHANHA;BA;Estadual;Urbana;93;466.82;510.54;444.02;408.33;409.46;447.83
7987;TABAPORA;MT;Estadual;Rural;20;468.38;502.28;440.38;413.06;415.0;447.82
7988;TUPARETAMA;PE;Municipal;Rural;6;465.57;496.45;436.22;394.12;446.67;447.8
7989;APUIARES;CE;Estadual;Urbana;170;470.34;505.71;449.78;425.19;388.0;447.8
7990;ALAGOINHA;PE;Estadual;Urbana;35;481.61;502.97;439.09;417.54;397.71;447.79
7991;PIRACANJUBA;GO;Municipal;Urbana;14;459.11;495.75;446.12;467.74;370.0;447.74
7992;SANTO ANTONIO DO ICA;AM;Estadual;Urbana;108;449.12;493.97;427.02;410.04;458.52;447.73
7993;BOQUIM;SE;Estadual;Urbana;207;461.75;493.1;449.8;417.98;415.94;447.72
7994;MADALENA;CE;Estadual;Rural;29;459.33;497.69;455.81;425.03;400.69;447.71
7995;CANTO DO BURITI;PI;Estadual;Urbana;95;474.86;509.76;447.04;415.62;391.22;447.7
7996;SIMPLICIO MENDES;PI;Estadual;Urbana;76;465.22;502.45;446.18;422.28;402.37;447.7
7997;BARRO PRETO;BA;Estadual;Urbana;30;469.67;498.11;430.2;415.13;425.33;447.69
7998;BOM LUGAR;MA;Estadual;Urbana;29;466.99;501.0;444.97;420.59;404.83;447.68
7999;ITAQUARA;BA;Estadual;Urbana;27;469.77;507.31;444.96;424.44;391.85;447.67
