POSICAO;CO_ESCOLA;NO_MUNICIPIO_ESC;SG_UF_ESC;DEPENDENCIA;LOCALIZACAO;ALUNOS;LC;CH;CN;MT;RD;MEDIA
5357;35433871.0;Mogi Guaçu;SP;Estadual;Urbana;94;558.88;558.55;535.34;600.27;683.4;587.29
5358;42127815.0;Camboriú;SC;Privada;Urbana;13;558.85;552.38;508.58;564.29;752.31;587.28
5359;35113372.0;Limeira;SP;Privada;Urbana;29;544.02;527.9;517.37;592.56;754.48;587.27
5360;41552059.0;Ponta Grossa;PR;Privada;Urbana;27;560.36;547.33;546.63;562.76;719.26;587.27
5361;22141200.0;Floriano;PI;Privada;Urbana;39;535.02;529.28;501.84;550.16;820.0;587.26
5362;60006341.0;Campina Grande;PB;Estadual;Urbana;8;559.34;571.34;538.02;550.05;717.5;587.25
5363;21266158.0;Porto Franco;MA;Privada;Urbana;24;526.28;529.36;507.92;576.86;795.83;587.25
5364;35811543.0;Taboão da Serra;SP;Privada;Urbana;13;550.78;561.96;552.14;592.88;678.46;587.25
5365;21254184.0;Dom Pedro;MA;Privada;Urbana;41;523.61;543.26;511.51;556.79;800.98;587.23
5366;33087555.0;Rio de Janeiro;RJ;Privada;Urbana;10;551.7;541.21;536.12;555.05;752.0;587.22
5367;21160058.0;Caxias;MA;Estadual;Urbana;86;547.56;529.43;530.76;549.49;778.84;587.21
5368;41058569.0;Jaguariaíva;PR;Privada;Urbana;26;566.93;582.92;543.68;626.24;616.15;587.19
5369;60018138.0;Santa Bárbara d'Oeste;SP;Estadual;Urbana;7;558.64;572.14;494.99;564.44;745.71;587.19
5370;60014761.0;São Gonçalo;RJ;Privada;Urbana;4;556.7;551.88;508.1;524.28;795.0;587.19
5371;33195757.0;Rio de Janeiro;RJ;Privada;Urbana;34;555.76;555.67;519.49;574.96;730.0;587.18
5372;15168581.0;Oriximiná;PA;Privada;Urbana;13;536.86;523.65;504.98;519.66;850.77;587.18
5373;35560112.0;São Paulo;SP;Estadual;Urbana;44;560.16;543.03;531.02;591.09;710.45;587.15
5374;28013697.0;Propriá;SE;Privada;Urbana;47;537.13;530.89;511.96;567.65;788.09;587.14
5375;23165588.0;Juazeiro do Norte;CE;Privada;Urbana;14;535.18;535.73;536.32;541.32;787.14;587.14
5376;60011160.0;Muriaé;MG;Estadual;Urbana;3;528.73;544.23;497.83;498.2;866.67;587.13
5377;25071009.0;Campina Grande;PB;Privada;Urbana;26;546.53;530.4;494.49;522.58;841.54;587.11
5378;23162902.0;Crato;CE;Privada;Urbana;18;543.72;545.32;520.09;546.41;780.0;587.11
5379;35141689.0;São Paulo;SP;Privada;Urbana;28;564.74;545.45;519.2;579.73;726.43;587.11
5380;17047382.0;Gurupi;TO;Federal;Urbana;38;548.9;572.02;532.34;579.6;702.63;587.1
5381;35142864.0;São Paulo;SP;Privada;Urbana;15;554.53;528.96;531.49;544.55;776.0;587.1
5382;29135249.0;Araci;BA;Privada;Urbana;29;527.18;537.01;484.26;573.9;813.1;587.09
5383;42107083.0;Navegantes;SC;Privada;Urbana;8;556.2;561.5;556.58;563.58;697.5;587.07
5384;35142759.0;São Paulo;SP;Privada;Urbana;56;558.54;553.73;543.67;598.35;681.07;587.07
5385;60029146.0;Brasília;DF;Privada;Urbana;5;574.12;521.62;602.16;597.38;640.0;587.06
5386;53013808.0;Brasília;DF;Privada;Urbana;8;574.0;585.35;557.96;552.95;665.0;587.05
5387;35108303.0;Mogi das Cruzes;SP;Privada;Urbana;50;541.83;532.93;494.61;583.43;782.4;587.04
5388;60016131.0;São Paulo;SP;Privada;Urbana;6;599.38;587.08;521.52;533.82;693.33;587.03
5389;42223202.0;Araquari;SC;Privada;Rural;102;550.17;540.69;543.21;567.86;733.14;587.01
5390;29470722.0;Barreiras;BA;Privada;Urbana;80;549.33;541.49;503.85;550.84;789.5;587.0
5391;27216748.0;Boca da Mata;AL;Privada;Urbana;19;548.59;530.68;512.79;577.39;765.26;586.95
5392;33096805.0;Niterói;RJ;Estadual;Urbana;46;541.52;545.81;514.71;586.1;746.52;586.93
5393;60024057.0;Ibaiti;PR;Privada;Urbana;6;542.22;531.92;529.12;584.62;746.67;586.91
5394;35153936.0;Morro Agudo;SP;Privada;Urbana;19;549.29;546.6;515.24;580.27;743.16;586.91
5395;52020428.0;Anápolis;GO;Estadual;Urbana;75;544.29;538.89;512.65;542.16;796.53;586.91
5396;41160258.0;Pinhais;PR;Privada;Urbana;46;546.05;544.03;537.0;591.3;716.09;586.89
5397;35114561.0;Jaboticabal;SP;Privada;Urbana;43;544.98;541.25;524.1;605.49;718.6;586.88
5398;35115733.0;Pederneiras;SP;Privada;Urbana;26;557.99;538.68;507.48;607.13;723.08;586.87
5399;29093490.0;Feira de Santana;BA;Privada;Urbana;124;549.36;539.76;509.16;549.44;786.45;586.83
5400;23236140.0;Acaraú;CE;Federal;Urbana;55;534.09;513.13;512.35;554.96;819.64;586.83
5401;33192650.0;Rio de Janeiro;RJ;Privada;Urbana;11;546.27;535.17;556.92;581.17;714.55;586.82
5402;28022009.0;Boquim;SE;Privada;Urbana;13;532.53;541.09;499.87;580.45;780.0;586.79
5403;29450640.0;Ilhéus;BA;Privada;Urbana;19;557.4;550.5;545.15;553.48;727.37;586.78
5404;43011993.0;São Leopoldo;RS;Privada;Urbana;61;573.91;553.35;531.77;572.58;702.3;586.78
5405;35005584.0;Santa Rita do Passa Quatro;SP;Privada;Urbana;11;549.73;561.77;528.45;552.11;741.82;586.77
5406;29227968.0;Jequié;BA;Privada;Urbana;15;555.47;550.83;511.32;558.82;757.33;586.76
5407;33001413.0;Itaperuna;RJ;Privada;Urbana;10;550.55;552.44;538.89;551.9;740.0;586.76
5408;31347272.0;Araçuaí;MG;Federal;Rural;109;551.96;540.02;508.24;563.59;769.91;586.74
5409;35185061.0;Suzano;SP;Privada;Urbana;22;549.75;531.3;515.97;582.96;753.64;586.72
5410;43132243.0;São Borja;RS;Privada;Urbana;34;548.53;546.4;515.05;568.34;755.29;586.72
5411;41385667.0;Goioerê;PR;Privada;Urbana;27;561.64;554.04;525.13;575.7;717.04;586.71
5412;60025192.0;Imbituba;SC;Estadual;Urbana;1;621.0;658.3;558.6;435.6;660.0;586.7
5413;35154003.0;Taboão da Serra;SP;Privada;Urbana;14;563.57;552.8;516.04;602.51;698.57;586.7
5414;60028819.0;Goianésia;GO;Privada;Urbana;3;536.27;506.0;471.63;612.9;806.67;586.69
5415;29304490.0;Itabuna;BA;Privada;Urbana;21;553.74;556.76;499.82;544.99;778.1;586.68
5416;32029292.0;Domingos Martins;ES;Estadual;Urbana;43;507.3;521.88;511.4;573.7;819.07;586.67
5417;42061121.0;Tunápolis;SC;Estadual;Urbana;14;553.56;577.16;515.08;590.44;697.14;586.67
5418;35111173.0;Taubaté;SP;Privada;Urbana;48;549.52;526.73;513.59;601.04;742.5;586.67
5419;60016485.0;Santo André;SP;Privada;Urbana;2;555.6;569.55;520.75;607.4;680.0;586.66
5420;43107605.0;Porto Alegre;RS;Privada;Urbana;30;548.87;542.95;517.48;581.91;742.0;586.64
5421;52140202.0;Caldas Novas;GO;Privada;Urbana;24;538.94;548.82;518.48;575.12;751.67;586.61
5422;43050921.0;Uruguaiana;RS;Federal;Urbana;33;553.72;553.65;530.21;563.93;731.52;586.61
5423;35158793.0;Ilhabela;SP;Privada;Urbana;8;577.85;571.99;544.22;581.48;657.5;586.61
5424;41024702.0;Maringá;PR;Privada;Urbana;11;555.12;530.63;533.7;575.33;738.18;586.59
5425;60028408.0;Goiânia;GO;Privada;Urbana;6;525.77;513.27;489.98;563.95;840.0;586.59
5426;60028516.0;Alexânia;GO;Estadual;Urbana;2;560.35;540.2;537.95;544.45;750.0;586.59
5427;42130875.0;Chapecó;SC;Privada;Urbana;28;543.39;553.26;528.1;586.07;722.14;586.59
5428;32034288.0;Cariacica;ES;Privada;Urbana;56;553.31;551.02;519.53;556.89;752.14;586.58
5429;29426146.0;Santaluz;BA;Privada;Urbana;29;546.73;539.13;511.23;539.92;795.86;586.58
5430;35160854.0;São José do Rio Preto;SP;Privada;Urbana;10;550.03;539.66;531.84;605.37;706.0;586.58
5431;35024569.0;São Carlos;SP;Estadual;Urbana;117;559.38;557.08;514.49;584.41;717.44;586.56
5432;26125404.0;Recife;PE;Privada;Urbana;12;552.32;524.07;522.5;562.22;771.67;586.55
5433;21075603.0;Lago da Pedra;MA;Privada;Urbana;32;508.73;515.26;496.39;549.85;862.5;586.55
5434;24084140.0;Natal;RN;Privada;Urbana;73;546.02;554.62;513.17;552.8;766.03;586.53
5435;43094074.0;Osório;RS;Estadual;Urbana;173;547.56;536.69;511.93;560.01;776.42;586.52
5436;60024145.0;Cidade Gaúcha;PR;Privada;Urbana;4;530.53;501.45;563.1;622.52;715.0;586.52
5437;17041830.0;Araguaína;TO;Privada;Urbana;28;545.3;541.84;495.41;535.0;815.0;586.51
5438;35108397.0;Ferraz de Vasconcelos;SP;Privada;Urbana;51;550.64;546.18;523.09;595.4;717.25;586.51
5439;35107906.0;São Paulo;SP;Privada;Urbana;29;566.6;562.32;538.1;561.96;703.45;586.49
5440;41156269.0;Capanema;PR;Privada;Urbana;13;538.82;531.44;505.05;592.5;764.62;586.48
5441;26151987.0;Caruaru;PE;Privada;Urbana;95;550.68;543.51;511.97;578.19;748.0;586.47
5442;33152721.0;Mesquita;RJ;Privada;Urbana;43;559.08;556.35;513.09;562.83;740.93;586.46
5443;16004779.0;Santana;AP;Privada;Urbana;28;539.04;535.8;516.9;557.66;782.86;586.45
5444;33075620.0;Rio de Janeiro;RJ;Privada;Urbana;41;559.56;555.27;520.03;578.31;719.02;586.44
5445;23252448.0;Uruburetama;CE;Estadual;Urbana;158;534.53;519.1;495.28;586.56;796.71;586.43
5446;41049837.0;Ibaiti;PR;Privada;Urbana;24;550.34;559.08;520.41;613.14;689.17;586.43
5447;35301536.0;Mongaguá;SP;Privada;Urbana;13;557.82;542.65;529.79;592.65;709.23;586.43
5448;33457239.0;Rio de Janeiro;RJ;Privada;Urbana;38;551.79;567.13;522.44;569.06;721.58;586.4
5449;60027891.0;Juara;MT;Privada;Urbana;4;536.88;575.55;552.7;566.83;700.0;586.39
5450;35152511.0;São Paulo;SP;Privada;Urbana;23;568.36;557.33;535.28;576.01;694.78;586.35
5451;35144320.0;São Vicente;SP;Privada;Urbana;14;569.32;558.51;549.21;593.24;661.43;586.34
5452;35152961.0;Catanduva;SP;Privada;Urbana;27;547.63;529.81;522.27;583.78;748.15;586.33
5453;33186928.0;Maricá;RJ;Privada;Urbana;29;555.68;556.9;549.66;590.72;678.62;586.32
5454;33222401.0;Petrópolis;RJ;Privada;Urbana;31;557.67;545.16;539.4;591.13;698.06;586.29
5455;26118149.0;Recife;PE;Privada;Urbana;38;551.82;529.81;515.83;565.06;768.95;586.29
5456;24080411.0;Parnamirim;RN;Privada;Urbana;85;555.16;550.7;536.42;565.41;723.76;586.29
5457;23081996.0;Maranguape;CE;Estadual;Urbana;187;528.24;527.24;488.66;574.52;812.73;586.28
5458;43081584.0;Sapucaia do Sul;RS;Privada;Urbana;69;555.88;539.43;524.66;569.67;741.74;586.27
5459;60025420.0;Viamão;RS;Privada;Rural;5;566.42;569.64;546.6;612.66;636.0;586.26
5460;31014494.0;Sabará;MG;Privada;Urbana;11;561.46;554.29;526.54;561.59;727.27;586.23
5461;26185938.0;Belo Jardim;PE;Estadual;Urbana;133;536.94;518.74;493.23;561.28;820.9;586.22
5462;21106037.0;Pedreiras;MA;Privada;Urbana;27;532.57;530.74;499.04;564.24;804.44;586.21
5463;23279508.0;Fortaleza;CE;Privada;Urbana;13;554.73;549.23;533.25;567.65;726.15;586.2
5464;53002652.0;Brasília;DF;Privada;Urbana;20;556.69;546.08;537.66;573.59;717.0;586.2
5465;35479639.0;Peruíbe;SP;Estadual;Urbana;73;564.15;545.62;520.25;586.35;714.52;586.18
5466;35117481.0;Garça;SP;Privada;Urbana;10;572.46;552.49;533.49;588.43;684.0;586.17
5467;11003081.0;Porto Velho;RO;Privada;Urbana;32;560.55;547.72;540.54;538.85;743.12;586.16
5468;35168907.0;Brotas;SP;Privada;Urbana;25;561.02;557.1;531.76;623.29;657.6;586.16
5469;12001686.0;Cruzeiro do Sul;AC;Privada;Urbana;19;533.07;540.07;517.73;575.66;764.21;586.15
5470;29473276.0;Itaberaba;BA;Federal;Urbana;82;542.82;550.47;531.51;551.0;754.88;586.14
5471;60019179.0;Novo Horizonte;SP;Privada;Urbana;6;505.92;527.18;540.4;630.47;726.67;586.13
5472;35007664.0;São Paulo;SP;Privada;Urbana;14;561.61;553.53;503.78;558.79;752.86;586.11
5473;33132690.0;Iguaba Grande;RJ;Privada;Urbana;25;563.38;551.01;524.35;550.85;740.8;586.08
5474;52093069.0;Goiânia;GO;Privada;Urbana;26;528.77;534.44;545.12;576.63;745.38;586.07
5475;43126979.0;Santa Vitória do Palmar;RS;Privada;Urbana;25;556.02;536.02;502.68;574.74;760.8;586.05
5476;35440322.0;Piracicaba;SP;Privada;Urbana;10;534.18;546.03;527.17;522.8;800.0;586.04
5477;33187789.0;Rio de Janeiro;RJ;Privada;Urbana;79;556.78;554.55;513.82;596.68;708.1;585.99
5478;35038787.0;Santos;SP;Estadual;Urbana;159;557.08;548.05;527.76;598.06;698.99;585.99
5479;42091470.0;Jaraguá do Sul;SC;Estadual;Urbana;44;561.0;550.22;524.7;582.66;711.36;585.99
5480;33135746.0;São Gonçalo;RJ;Privada;Urbana;31;544.05;551.4;509.63;568.64;756.13;585.97
5481;35118102.0;Fernandópolis;SP;Privada;Urbana;10;531.06;524.18;545.9;550.69;778.0;585.97
5482;23073012.0;Fortaleza;CE;Privada;Urbana;66;551.31;531.91;520.46;562.25;763.94;585.97
5483;60019156.0;Bauru;SP;Privada;Urbana;9;536.18;540.06;516.84;532.26;804.44;585.96
5484;17013356.0;Guaraí;TO;Privada;Urbana;20;541.94;532.33;525.4;559.09;771.0;585.95
5485;29448468.0;São Desidério;BA;Privada;Urbana;16;543.34;538.44;497.92;568.75;781.25;585.94
5486;35802050.0;São Paulo;SP;Privada;Urbana;24;558.6;560.94;528.81;565.43;715.83;585.92
5487;31170674.0;Machado;MG;Federal;Rural;128;549.05;530.35;532.47;589.15;728.59;585.92
5488;35159244.0;Osasco;SP;Privada;Urbana;19;564.38;552.76;534.83;562.88;714.74;585.92
5489;32046219.0;Alegre;ES;Federal;Urbana;183;546.58;544.03;539.99;589.38;709.62;585.92
5490;31005673.0;Belo Horizonte;MG;Privada;Urbana;17;545.75;561.09;509.53;574.19;738.82;585.88
5491;27222802.0;São Luís do Quitunde;AL;Privada;Urbana;25;535.92;529.94;520.58;558.96;784.0;585.88
5492;52103870.0;Goiânia;GO;Privada;Urbana;14;566.46;552.01;531.57;549.37;730.0;585.88
5493;23185244.0;Fortaleza;CE;Privada;Urbana;14;560.12;583.79;528.01;574.64;682.86;585.88
5494;53017315.0;Brasília;DF;Privada;Urbana;26;551.85;555.21;518.6;552.19;751.54;585.88
5495;31334251.0;Paracatu;MG;Privada;Urbana;14;557.83;558.96;530.71;561.83;720.0;585.86
5496;35140910.0;São Bernardo do Campo;SP;Privada;Urbana;10;545.3;551.57;552.05;570.37;710.0;585.86
5497;35006027.0;São Caetano do Sul;SP;Municipal;Urbana;454;568.15;556.33;530.7;583.26;690.88;585.86
5498;35196848.0;Caçapava;SP;Privada;Urbana;12;572.73;549.48;517.55;541.23;748.33;585.86
5499;42020867.0;São Francisco do Sul;SC;Federal;Urbana;58;558.74;554.03;545.16;557.85;713.45;585.84
5500;23025310.0;Sobral;CE;Privada;Urbana;20;542.85;539.39;531.78;554.1;761.0;585.82
5501;60019370.0;São Paulo;SP;Privada;Urbana;7;568.97;534.11;548.07;594.97;682.86;585.8
5502;27284000.0;Arapiraca;AL;Privada;Urbana;16;527.16;554.01;516.39;541.39;790.0;585.79
5503;35299807.0;Bom Jesus dos Perdões;SP;Privada;Urbana;8;523.19;561.66;527.09;589.45;727.5;585.78
5504;35010308.0;Araçatuba;SP;Privada;Urbana;18;557.14;526.32;517.53;592.33;735.56;585.78
5505;25007564.0;Cajazeiras;PB;Privada;Urbana;21;537.54;537.82;491.8;560.76;800.95;585.77
5506;50044001.0;Rio Brilhante;MS;Privada;Urbana;19;525.24;527.99;524.94;583.25;767.37;585.76
5507;21199582.0;São Luís;MA;Federal;Urbana;370;547.8;543.62;524.19;578.58;734.54;585.75
5508;60018780.0;São Paulo;SP;Privada;Urbana;6;582.33;559.95;579.62;626.78;580.0;585.74
5509;60020910.0;Pitangueiras;SP;Privada;Urbana;2;576.45;567.45;514.6;549.95;720.0;585.69
5510;41387538.0;Curitiba;PR;Privada;Urbana;13;566.02;554.25;516.52;587.08;704.62;585.69
5511;25115006.0;Rio Tinto;PB;Privada;Urbana;11;539.97;514.93;485.74;573.26;814.55;585.69
5512;60016351.0;São Paulo;SP;Privada;Urbana;4;565.75;582.95;489.78;594.95;695.0;585.68
5513;35173236.0;Santo André;SP;Privada;Urbana;29;556.28;537.58;505.55;565.37;763.45;585.65
5514;43051286.0;Frederico Westphalen;RS;Federal;Rural;120;538.4;528.96;531.08;574.62;755.17;585.65
5515;35034356.0;Piraju;SP;Estadual;Urbana;64;553.69;547.91;507.34;588.57;730.62;585.63
5516;35810617.0;São Paulo;SP;Privada;Urbana;32;564.86;563.26;510.52;585.06;704.38;585.61
5517;60029243.0;Brasília;DF;Privada;Urbana;6;554.7;586.95;548.2;624.87;613.33;585.61
5518;23186704.0;Fortaleza;CE;Privada;Urbana;9;523.39;511.44;513.78;579.43;800.0;585.61
5519;35033583.0;Marília;SP;Estadual;Urbana;63;556.21;541.55;513.61;566.54;750.16;585.61
5520;35925974.0;São Roque;SP;Estadual;Urbana;33;547.89;549.69;508.65;564.17;757.58;585.6
5521;22163409.0;Teresina;PI;Privada;Urbana;16;552.79;539.46;539.96;554.5;741.25;585.59
5522;35450935.0;São Paulo;SP;Privada;Urbana;69;564.43;541.49;540.9;571.88;709.28;585.59
5523;24059250.0;Natal;RN;Privada;Urbana;63;551.51;561.12;507.33;560.3;747.62;585.58
5524;35120947.0;Osasco;SP;Privada;Urbana;91;553.93;554.59;516.61;586.27;716.48;585.58
5525;43034250.0;Candelária;RS;Privada;Urbana;35;559.59;543.04;498.31;570.23;756.57;585.55
5526;27051757.0;Maceió;AL;Federal;Urbana;43;555.79;550.7;525.13;597.5;698.6;585.54
5527;35168543.0;Guarulhos;SP;Privada;Urbana;37;549.04;531.05;535.7;578.89;732.97;585.53
5528;60019403.0;Francisco Morato;SP;Privada;Urbana;7;568.66;573.61;507.09;546.84;731.43;585.53
5529;35268586.0;Arujá;SP;Privada;Urbana;12;573.36;556.99;519.97;545.65;731.67;585.53
5530;26121379.0;Recife;PE;Privada;Urbana;39;559.3;562.25;529.58;554.86;721.54;585.51
5531;43151710.0;Tapera;RS;Estadual;Urbana;6;552.1;520.75;521.6;562.93;770.0;585.48
5532;35141057.0;Cruzeiro;SP;Privada;Urbana;22;555.89;555.28;538.3;570.5;707.27;585.45
5533;26187051.0;Caruaru;PE;Estadual;Urbana;123;538.44;525.88;504.75;580.11;778.05;585.45
5534;52034640.0;Goiânia;GO;Privada;Urbana;80;545.43;548.44;528.4;575.7;729.25;585.44
5535;31118419.0;Arapuá;MG;Estadual;Urbana;25;555.3;553.39;488.23;569.34;760.8;585.41
5536;29790620.0;Jeremoabo;BA;Privada;Urbana;18;536.78;528.73;519.67;545.23;796.67;585.41
5537;31230758.0;Uberlândia;MG;Privada;Urbana;15;539.93;540.43;535.09;604.81;706.67;585.39
5538;53018265.0;Brasília;DF;Privada;Urbana;14;568.35;556.51;537.41;544.7;720.0;585.39
5539;41015673.0;Campo Mourão;PR;Privada;Urbana;26;572.76;568.23;568.05;569.37;648.46;585.38
5540;42151589.0;Sombrio;SC;Federal;Urbana;69;562.48;555.73;542.02;566.23;700.29;585.35
5541;29182590.0;Salvador;BA;Privada;Urbana;19;569.17;560.03;537.94;540.68;718.95;585.35
5542;35101710.0;São Paulo;SP;Privada;Urbana;21;552.67;540.74;522.9;594.2;716.19;585.34
5543;43180825.0;Viamão;RS;Privada;Urbana;52;563.69;564.85;532.87;598.32;666.92;585.33
5544;60017784.0;Adamantina;SP;Estadual;Urbana;2;590.15;610.15;553.2;533.15;640.0;585.33
5545;53003730.0;Brasília;DF;Privada;Urbana;32;545.8;536.8;516.76;581.55;745.62;585.31
5546;50024302.0;Chapadão do Sul;MS;Privada;Urbana;13;540.2;539.79;525.62;583.8;736.92;585.27
5547;35125787.0;Indaiatuba;SP;Privada;Urbana;42;560.36;572.66;527.62;565.6;700.0;585.25
5548;24083186.0;Natal;RN;Privada;Urbana;74;548.34;545.36;529.92;571.78;730.81;585.24
5549;60012256.0;Coromandel;MG;Estadual;Urbana;1;554.2;580.7;568.7;502.5;720.0;585.22
5550;23246812.0;Fortaleza;CE;Estadual;Urbana;158;552.16;546.15;513.62;553.53;760.63;585.22
5551;41392272.0;Pato Branco;PR;Privada;Urbana;56;557.47;553.87;532.01;585.92;696.79;585.21
5552;35024442.0;São Carlos;SP;Estadual;Urbana;87;546.2;542.19;518.05;579.13;740.46;585.21
5553;53015231.0;Brasília;DF;Federal;Urbana;44;559.58;535.18;530.72;578.68;721.82;585.2
5554;35189443.0;São Paulo;SP;Privada;Urbana;50;548.32;552.25;525.07;562.34;738.0;585.2
5555;52017354.0;Itapaci;GO;Estadual;Urbana;1;495.1;512.9;502.5;635.4;780.0;585.18
5556;60021781.0;Birigui;SP;Estadual;Urbana;5;560.94;554.78;506.58;631.56;672.0;585.17
5557;43098584.0;Passo Fundo;RS;Privada;Urbana;15;566.83;519.85;513.35;532.47;793.33;585.17
5558;35806420.0;São Paulo;SP;Privada;Urbana;16;554.95;548.74;541.64;597.94;682.5;585.16
5559;35803170.0;Mogi das Cruzes;SP;Privada;Urbana;10;555.6;559.05;501.46;597.71;712.0;585.16
5560;60028818.0;Rio Verde;GO;Privada;Urbana;1;499.4;441.9;522.7;621.8;840.0;585.16
5561;52019195.0;Rubiataba;GO;Estadual;Urbana;45;535.42;521.84;499.84;580.4;788.0;585.1
5562;26191423.0;Jaboatão dos Guararapes;PE;Privada;Urbana;85;544.22;546.87;521.14;569.88;743.29;585.08
5563;24057193.0;Natal;RN;Privada;Urbana;16;551.38;531.07;545.88;575.71;721.25;585.06
5564;33231249.0;Rio de Janeiro;RJ;Privada;Urbana;15;549.3;560.16;520.11;555.66;740.0;585.05
5565;23207477.0;Itarema;CE;Privada;Urbana;11;517.29;534.33;494.79;558.78;820.0;585.04
5566;35287544.0;Franca;SP;Privada;Urbana;14;544.74;526.27;518.35;550.09;785.71;585.03
5567;35005847.0;Guarulhos;SP;Estadual;Urbana;96;559.67;555.99;493.2;579.23;737.08;585.03
5568;41074076.0;Ibema;PR;Privada;Urbana;12;529.98;532.6;499.2;558.3;805.0;585.02
5569;35110668.0;Guaratinguetá;SP;Privada;Urbana;14;545.11;511.34;522.54;564.68;781.43;585.02
5570;35156619.0;Cerquilho;SP;Privada;Urbana;27;573.91;559.96;513.75;587.86;689.63;585.02
5571;35111818.0;Alumínio;SP;Privada;Urbana;48;556.36;530.2;526.89;591.14;720.42;585.0
5572;33138079.0;Rio de Janeiro;RJ;Privada;Urbana;26;556.61;542.17;508.58;566.11;751.54;585.0
5573;35143789.0;Limeira;SP;Privada;Urbana;13;547.62;536.62;536.02;623.11;681.54;584.98
5574;33063974.0;Rio de Janeiro;RJ;Privada;Urbana;16;552.34;553.88;525.97;587.63;705.0;584.96
5575;35450388.0;Ubatuba;SP;Privada;Urbana;21;547.9;548.67;542.48;574.26;711.43;584.95
5576;35188864.0;Guarulhos;SP;Privada;Urbana;28;551.6;542.97;536.21;564.66;729.29;584.95
5577;60021271.0;São Paulo;SP;Privada;Urbana;4;545.08;518.95;532.38;568.35;760.0;584.95
5578;41133048.0;Curitiba;PR;Privada;Urbana;40;552.68;571.89;549.34;580.28;670.5;584.94
5579;60014948.0;Duque de Caxias;RJ;Privada;Urbana;7;550.99;559.14;508.13;560.57;745.71;584.91
5580;25127101.0;Cabedelo;PB;Privada;Urbana;15;542.39;528.44;515.28;539.78;798.67;584.91
5581;29184894.0;Salvador;BA;Privada;Urbana;66;552.15;550.22;512.94;543.39;765.76;584.89
5582;60014129.0;Duque de Caxias;RJ;Privada;Urbana;5;579.38;516.2;512.52;576.36;740.0;584.89
5583;60004052.0;São Raimundo Nonato;PI;Privada;Urbana;2;514.95;529.1;571.7;588.65;720.0;584.88
5584;35108820.0;Santo André;SP;Privada;Urbana;34;559.85;551.74;524.81;582.65;705.29;584.87
5585;41156048.0;Pitanga;PR;Federal;Urbana;9;559.21;571.89;551.66;599.34;642.22;584.86
5586;35368015.0;Mogi das Cruzes;SP;Privada;Urbana;39;553.77;532.4;524.89;590.94;722.05;584.81
5587;33055874.0;Niterói;RJ;Privada;Urbana;46;532.16;557.87;522.32;582.58;729.13;584.81
5588;35153825.0;São Paulo;SP;Privada;Urbana;40;557.39;539.31;514.39;596.91;716.0;584.8
5589;60015717.0;Itaboraí;RJ;Privada;Urbana;7;580.99;577.04;542.01;606.8;617.14;584.8
5590;22118977.0;Parnaíba;PI;Privada;Urbana;37;526.2;522.54;489.48;565.19;820.54;584.79
5591;32079320.0;Serra;ES;Privada;Urbana;59;535.83;546.06;536.21;574.6;731.19;584.77
5592;35101618.0;São Paulo;SP;Privada;Urbana;58;561.91;558.61;531.42;578.4;693.45;584.76
5593;35470223.0;Cruzeiro;SP;Privada;Urbana;17;545.7;525.47;532.79;531.52;788.24;584.74
5594;35117535.0;Marília;SP;Privada;Urbana;45;554.96;536.02;502.1;586.1;744.44;584.73
5595;24084328.0;Ipanguaçu;RN;Federal;Rural;185;548.59;542.82;517.43;573.07;741.62;584.71
5596;35160490.0;Jardinópolis;SP;Privada;Urbana;19;543.06;563.66;535.25;544.74;736.84;584.71
5597;21021678.0;São Luís;MA;Estadual;Urbana;168;542.01;541.02;515.45;550.64;774.29;584.68
5598;23062622.0;Caucaia;CE;Privada;Urbana;33;532.01;522.11;514.0;548.02;807.27;584.68
5599;60005076.0;Fortaleza;CE;Privada;Urbana;8;557.61;555.84;530.86;529.1;750.0;584.68
5600;33313210.0;Magé;RJ;Privada;Urbana;11;572.27;561.19;524.48;549.0;716.36;584.66
5601;43074189.0;Ijuí;RS;Estadual;Urbana;55;554.27;542.15;512.77;566.01;748.0;584.64
5602;22144668.0;Teresina;PI;Privada;Urbana;15;533.01;533.97;502.15;567.43;786.67;584.64
5603;41616987.0;Campo Mourão;PR;Privada;Urbana;28;550.65;539.6;534.11;594.39;704.29;584.61
5604;52080722.0;Goiânia;GO;Privada;Urbana;30;546.05;529.1;527.88;587.89;732.0;584.59
5605;35140600.0;Americana;SP;Privada;Urbana;86;559.79;550.47;536.81;593.56;682.33;584.59
5606;60013662.0;São Fidélis;RJ;Privada;Urbana;5;569.88;571.16;510.16;575.7;696.0;584.58
5607;31020699.0;Inhapim;MG;Estadual;Urbana;3;544.07;543.97;509.0;492.53;833.33;584.58
5608;35811658.0;São Paulo;SP;Privada;Urbana;10;534.14;528.11;515.32;583.3;762.0;584.57
5609;35137960.0;Santo André;SP;Privada;Urbana;73;557.74;537.41;537.87;583.46;706.3;584.56
5610;21016437.0;São Luís;MA;Privada;Urbana;172;529.68;525.97;501.79;563.56;801.74;584.55
5611;53016653.0;Brasília;DF;Federal;Urbana;29;565.39;548.04;543.48;575.48;690.34;584.55
5612;60016773.0;Guaratinguetá;SP;Estadual;Urbana;3;554.6;581.17;522.53;570.97;693.33;584.52
5613;41026039.0;Apucarana;PR;Privada;Urbana;50;546.66;542.18;522.53;580.71;730.4;584.5
